gene_name	gene_id	genome_id	start	stop	strand
K02529	NZ_MVPW01000009.1_22	NZ_MVPW01000009.1	18781	19785	-1
K02913	CAAEHZ010000165.1_6	CAAEHZ010000165.1	4689	4934	1
K03151	NZ_BMQW01000009.1_61	NZ_BMQW01000009.1	72281	73735	-1
K12132	NZ_LR777654.1_868	NZ_LR777654.1	1054996	1056510	-1
K07126	CAIYRQ010000138.1_19	CAIYRQ010000138.1	17653	19038	-1
K13590	NZ_CP036401.1_924	NZ_CP036401.1	1086152	1087726	-1
K21420	NZ_LMDF01000007.1_920	NZ_LMDF01000007.1	1046593	1047342	1
K00997	NZ_CP035946.1_371	NZ_CP035946.1	408624	408989	-1
K00946	JACKKN010000014.1_59	JACKKN010000014.1	67665	68684	1
K03220	NZ_FOEO01000004.1_50	NZ_FOEO01000004.1	51593	52561	-1
K04487	NZ_WTWY01000017.1_7	NZ_WTWY01000017.1	5878	7032	1
K03702	NZ_LN909044.1_264	NZ_LN909044.1	298825	300807	-1
K01873	JAHELT010000063.1_15	JAHELT010000063.1	18348	21140	1
K03111	NZ_LRRR01000010.1_45	NZ_LRRR01000010.1	44245	44796	-1
K02441	NZIK01000047.1_11	NZIK01000047.1	11737	12600	-1
K15894	NZ_JAAAWO010000002.1_235	NZ_JAAAWO010000002.1	271840	272841	-1
K02621	NZ_CP017476.1_2873	NZ_CP017476.1	3109771	3112107	-1
K13292	CAJOQA010000237.1_4	CAJOQA010000237.1	3030	4016	1
K00995	NC_015722.1_300	NC_015722.1	242950	243492	1
K07056	CADBUT010000212.1_5	CADBUT010000212.1	2990	3697	-1
K03704	NZ_NIBV01000002.1_527	NZ_NIBV01000002.1	653100	653312	1
K07814	JAFZOS010000031.1_9	JAFZOS010000031.1	8234	9322	-1
K09898	NZ_BBIV01000016.1_73	NZ_BBIV01000016.1	76597	76872	-1
K00942	JAEEXY010000012.1_43	JAEEXY010000012.1	47763	48356	1
K03797	JAHZKX010000051.1_126	JAHZKX010000051.1	145133	147217	-1
K00278	VBKI01000040.1_27	VBKI01000040.1	22395	24005	-1
K03530	NZ_CP015614.1_1869	NZ_CP015614.1	1989782	1990060	1
K12573	NZ_JAKILU010000005.1_164	NZ_JAKILU010000005.1	199419	201890	-1
K02622	NZ_VZPV01000001.1_2629	NZ_VZPV01000001.1	2838269	2840254	-1
K01662	NZ_CP040463.1_868	NZ_CP040463.1	818987	820804	1
K14742	NZ_CP013704.1_175	NZ_CP013704.1	184577	185248	-1
K03688	CP081102.1_3745	CP081102.1	3807844	3809373	-1
K06168	NZ_CP061497.1_488	NZ_CP061497.1	553082	554482	1
K03723	SLIN01000284.1_3	SLIN01000284.1	1860	5255	1
K21087	JACTML010000117.1_8	JACTML010000117.1	7631	8440	1
K04053	NZ_CM001561.1_2814	NZ_CM001561.1	3264823	3265179	-1
K15987	JACKJB010000001.1_721	JACKJB010000001.1	692567	694669	1
K03168	NZ_KN639176.1_1794	NZ_KN639176.1	2041291	2042304	1
K00950	DYNJ01000102.1_3	DYNJ01000102.1	1654	2154	1
K00919	SPMW01000008.1_7	SPMW01000008.1	4516	5313	-1
K03179	NZ_JRMP02000002.1_110	NZ_JRMP02000002.1	128945	129844	1
K02014	NZ_UIDD01000010.1_302	NZ_UIDD01000010.1	345097	347277	1
K04060	NZ_AXAP01000122.1_6	NZ_AXAP01000122.1	3645	4073	1
K03657	NZ_JACHNH010000001.1_1614	NZ_JACHNH010000001.1	1790277	1792592	1
K00943	DGDP01000102.1_5	DGDP01000102.1	4388	5008	1
K07305	JAFATE010000779.1_4	JAFATE010000779.1	5001	5513	-1
K03413	NZ_UFTG01000001.1_1914	NZ_UFTG01000001.1	2070582	2070962	-1
K03412	NZ_LT629786.1_809	NZ_LT629786.1	875915	877072	1
K03406	NZ_CADFEJ010000008.1_30	NZ_CADFEJ010000008.1	28982	30844	1
K04061	HF995262.1_12	HF995262.1	8404	8718	-1
K00928	NZ_CP012831.1_3749	NZ_CP012831.1	4219537	4220778	1
K03569	NZ_JABMCC010000104.1_23	NZ_JABMCC010000104.1	36707	37705	-1
K02341	NZ_JABMCC010000113.1_58	NZ_JABMCC010000113.1	59868	60839	-1
K03415	NZ_NPIB01000001.1_451	NZ_NPIB01000001.1	496363	497304	-1
K10942	NZ_VFEU01000004.1_154	NZ_VFEU01000004.1	185354	186565	-1
K03496	NZ_JADLJS010000005.1_183	NZ_JADLJS010000005.1	203223	204011	1
K13584	JABHAA010000115.1_12	JABHAA010000115.1	11411	12136	1
K03706	NZ_BIMB01000034.1_53	NZ_BIMB01000034.1	48006	48779	-1
K01872	NC_021741.1_684	NC_021741.1	775449	778076	1
K00575	NZ_BDAE01000017.1_91	NZ_BDAE01000017.1	96124	96951	1
K02391	JADKAQ010000002.1_300	JADKAQ010000002.1	366851	367546	-1
K03407	NZ_CP017481.1_3681	NZ_CP017481.1	4137917	4139917	-1
K02242	URDU01000002.1_97	URDU01000002.1	115933	116685	1
K13587	NZ_JAFCME010000018.1_62	NZ_JAFCME010000018.1	52245	54809	-1
K02397	NZ_CP061498.1_2370	NZ_CP061498.1	2498716	2499723	-1
K03414	NZ_CP014608.1_4519	NZ_CP014608.1	4789820	4790467	1
K06204	NZ_JAHBRX010000001.1_427	NZ_JAHBRX010000001.1	419096	419515	1
K02967	NZ_JNIR01000001.1_1627	NZ_JNIR01000001.1	1512718	1513452	-1
K03801	NZ_AUGS01000016.1_65	NZ_AUGS01000016.1	65660	66406	1
K03411	OMZA01000033.1_7	OMZA01000033.1	4997	5485	1
K03602	AP024854.1_2007	AP024854.1	2258143	2258388	1
K03408	FAON01000012.1_259	FAON01000012.1	267428	267934	1
K01940	NZ_MNPU01000075.1_16	NZ_MNPU01000075.1	14269	15486	1
K01465	NZ_BQHY01000005.1_59	NZ_BQHY01000005.1	76510	77556	-1
K03581	NZ_FMVS01000009.1_102	NZ_FMVS01000009.1	102524	104794	1
K00566	CAISDR010000079.1_3	CAISDR010000079.1	4223	5338	1
K06313	NZ_JAJNBZ010000005.1_186	NZ_JAJNBZ010000005.1	187188	188528	-1
K02423	CAJTDB010000012.1_92	CAJTDB010000012.1	107683	108096	1
K04096	NZ_BMUZ01000007.1_87	NZ_BMUZ01000007.1	105858	107405	-1
K09808	NZ_FOMO01000002.1_298	NZ_FOMO01000002.1	316132	317382	-1
K02413	DNSZ01000156.1_17	DNSZ01000156.1	13884	14375	-1
K03683	NZ_CP048031.1_2587	NZ_CP048031.1	3059492	3060157	1
K03088	NZ_AYXG01000102.1_5	NZ_AYXG01000102.1	3506	4174	-1
K01939	NZ_NHYL01000005.1_62	NZ_NHYL01000005.1	48245	49492	-1
K20976	NZ_VOIW01000002.1_699	NZ_VOIW01000002.1	799188	799532	-1
K20978	NZ_KE384453.1_115	NZ_KE384453.1	123998	124303	1
K21603	NZ_VFVR01000003.1_304	NZ_VFVR01000003.1	315792	316460	-1
K03733	JAFAZZ010000386.1_2	JAFAZZ010000386.1	1934	2854	1
K06949	NZ_CP024081.1_413	NZ_CP024081.1	475842	476873	-1
K09667	PALN01000066.1_59	PALN01000066.1	63410	65368	1
K06886	NZ_VCRN01000022.1_32	NZ_VCRN01000022.1	26082	26486	1
K01126	NZ_CP015207.1_84	NZ_CP015207.1	77774	78493	1
K02414	NZ_CP032098.1_2144	NZ_CP032098.1	2180909	2183449	-1
K02390	NZ_CP031367.1_1619	NZ_CP031367.1	1590467	1592146	-1
K03667	NZ_FNOJ01000004.1_37	NZ_FNOJ01000004.1	35257	36648	1
K00344	NZ_WFGV02000002.1_5	NZ_WFGV02000002.1	4961	5938	1
K03181	NZ_CP024627.1_2820	NZ_CP024627.1	3099528	3100067	-1
K03529	PAAB01000017.1_20	PAAB01000017.1	22563	26285	-1
K06213	NZ_CP046103.1_3625	NZ_CP046103.1	3917947	3919389	-1
K00945	NZ_JAHLZF010000001.1_138	NZ_JAHLZF010000001.1	129805	130488	-1
K02529	NZ_CP064187.1_1290	NZ_CP064187.1	1276423	1277211	1
K02913	NZ_NPBD01000002.1_698	NZ_NPBD01000002.1	697013	697162	-1
K03151	NZ_FOGB01000012.1_9	NZ_FOGB01000012.1	9420	10877	-1
K12132	JAHFST010000002.1_55	JAHFST010000002.1	57135	58931	-1
K07126	JAFPWQ010000073.1_2	JAFPWQ010000073.1	1715	2590	1
K13590	DTXR01000271.1_5	DTXR01000271.1	2837	4447	-1
K21420	NZ_JONW01000012.1_3	NZ_JONW01000012.1	2495	3346	1
K00997	NZ_WBJR01000001.1_232	NZ_WBJR01000001.1	263118	263498	1
K00946	JACQDQ010000278.1_12	JACQDQ010000278.1	8929	9921	-1
K03220	NZ_JFZJ01000025.1_25	NZ_JFZJ01000025.1	24564	25424	-1
K04487	DFXU01000083.1_18	DFXU01000083.1	15110	16264	-1
K03702	NZ_JABBPN010000011.1_76	NZ_JABBPN010000011.1	86856	88847	1
K01873	JAEWBF010000055.1_34	JAEWBF010000055.1	72391	75096	1
K03111	JAHBUQ010000002.1_293	JAHBUQ010000002.1	349951	350415	1
K02441	AP025463.1_91	AP025463.1	118054	118896	1
K15894	CACYPI010000009.1_25	CACYPI010000009.1	24375	25412	-1
K02621	NZ_KB905899.1_1316	NZ_KB905899.1	1457156	1459384	-1
K13292	SVET01000007.1_104	SVET01000007.1	116275	117156	1
K00995	JAKAQA010000053.1_6	JAKAQA010000053.1	3877	4437	1
K07056	JANWWF010000002.1_210	JANWWF010000002.1	234671	235729	1
K03704	NZ_RSTD01000001.1_164	NZ_RSTD01000001.1	158368	158568	1
K07814	ONAZ01000016.1_45	ONAZ01000016.1	48274	49398	-1
K09898	NZ_LHVE01000007.1_213	NZ_LHVE01000007.1	241169	241396	-1
K00942	CALYSH010000171.1_3	CALYSH010000171.1	2887	3480	1
K03797	CAIULL010000002.1_35	CAIULL010000002.1	37628	39427	-1
K00278	PLBR01000164.1_7	PLBR01000164.1	5029	6672	1
K03530	NZ_CP037421.1_678	NZ_CP037421.1	850267	850593	1
K12573	NZ_NISX01000008.1_19	NZ_NISX01000008.1	10475	12805	-1
K02622	NZ_BCUS01000037.1_37	NZ_BCUS01000037.1	30143	32131	1
K01662	NZ_JHWC01000001.1_128	NZ_JHWC01000001.1	139451	141313	1
K14742	DJYC01000045.1_24	DJYC01000045.1	28743	29429	1
K03688	NZ_JALJAZ010000001.1_2367	NZ_JALJAZ010000001.1	2321283	2322803	-1
K06168	NZ_PDWK01000020.1_33	NZ_PDWK01000020.1	37300	38742	1
K03723	JAFMHL010000012.1_8	JAFMHL010000012.1	9297	12812	1
K21087	JACZTW010000022.1_4	JACZTW010000022.1	2677	3393	-1
K04053	NZ_CP007410.1_3096	NZ_CP007410.1	3542834	3543190	-1
K15987	WFTS01000068.1_7	WFTS01000068.1	3859	5943	-1
K03168	NZ_CABPVS010000004.1_41	NZ_CABPVS010000004.1	38812	40926	-1
K00950	DQTM01000106.1_8	DQTM01000106.1	6041	6565	1
K00919	NZ_JAGSSY010000001.1_63	NZ_JAGSSY010000001.1	62853	63599	1
K03179	NZ_JRPD02000004.1_63	NZ_JRPD02000004.1	63265	64149	-1
K02014	PLXP01000138.1_23	PLXP01000138.1	27305	31054	-1
K04060	NZ_RCWC01000004.1_153	NZ_RCWC01000004.1	159018	159353	1
K03657	NZ_BMMX01000005.1_70	NZ_BMMX01000005.1	80656	82962	1
K00943	PXBG01000108.1_31	PXBG01000108.1	35431	36081	1
K07305	DDVW01000039.1_23	DDVW01000039.1	18959	19426	1
K03413	NZ_CP077085.1_1669	NZ_CP077085.1	1890000	1890374	1
K03412	NC_012491.1_3456	NC_012491.1	3670325	3671440	-1
K03406	NZ_CADIJL010000015.1_33	NZ_CADIJL010000015.1	31439	32926	1
K04061	NZ_CP091716.1_5103	NZ_CP091716.1	5652767	5653066	-1
K00928	NZ_JAMOHV010000004.1_51	NZ_JAMOHV010000004.1	53968	55206	1
K03569	BLLT01000029.1_19	BLLT01000029.1	19215	20207	-1
K02341	VSOD01000264.1_2	VSOD01000264.1	280	1269	1
K03415	NZ_SBHZ01000001.1_156	NZ_SBHZ01000001.1	207184	208116	1
K10942	NZ_CP066306.1_3715	NZ_CP066306.1	4111544	4112761	-1
K03496	NZ_KB899539.1_284	NZ_KB899539.1	344504	345310	1
K13584	NZ_CP022262.1_292	NZ_CP022262.1	331002	331796	1
K03706	CP028514.1_1589	CP028514.1	1588076	1588867	-1
K01872	ONIT01000021.1_21	ONIT01000021.1	19671	22301	-1
K00575	NZ_CP066370.1_2572	NZ_CP066370.1	2930129	2930968	-1
K02391	NZ_CP053839.1_1855	NZ_CP053839.1	1869434	1870153	-1
K03407	NZ_BCTU01000026.1_5	NZ_BCTU01000026.1	3331	5301	1
K02242	NZ_JAASRY010000002.1_458	NZ_JAASRY010000002.1	512138	512821	1
K13587	NZ_LMRA01000008.1_44	NZ_LMRA01000008.1	43483	46176	-1
K02397	NZ_CP012160.1_3236	NZ_CP012160.1	3200527	3201537	1
K03414	NZ_VFPV01000002.1_681	NZ_VFPV01000002.1	739954	740577	-1
K06204	JAEPQB010000004.1_244	JAEPQB010000004.1	276093	276524	1
K02967	NZ_JAGGQB010000005.1_61	NZ_JAGGQB010000005.1	65649	66386	-1
K03801	NZ_LT629693.1_6782	NZ_LT629693.1	7183842	7184570	-1
K03411	CABIYO010000011.1_29	CABIYO010000011.1	22738	23223	1
K03602	NZ_CP056122.1_651	NZ_CP056122.1	750391	750636	-1
K03408	NZ_JNKC01000001.1_738	NZ_JNKC01000001.1	785246	785644	-1
K01940	NZ_CP027732.1_1103	NZ_CP027732.1	1294109	1295326	1
K01465	NZ_CP029608.1_4467	NZ_CP029608.1	5007711	5008757	1
K03581	CAKRES010000003.1_105	CAKRES010000003.1	124812	127103	1
K00566	MKVX01000007.1_112	MKVX01000007.1	120208	121407	-1
K06313	NZ_ALPT02000001.1_97	NZ_ALPT02000001.1	95321	96673	-1
K02423	NZ_CP071501.1_2275	NZ_CP071501.1	2701498	2701818	-1
K04096	NZ_LIVT01000013.1_73	NZ_LIVT01000013.1	83401	84834	-1
K09808	NZ_CP077079.1_1666	NZ_CP077079.1	1838274	1839524	1
K02413	NZ_QOWC01000122.1_16	NZ_QOWC01000122.1	12457	12876	-1
K03683	NZ_AQOD01000030.1_41	NZ_AQOD01000030.1	34534	35217	1
K03088	NZ_JYMR01000052.1_190	NZ_JYMR01000052.1	197725	198423	-1
K01939	NZ_CP012543.1_339	NZ_CP012543.1	366908	368158	1
K20976	NZ_NIQU01000002.1_180	NZ_NIQU01000002.1	192384	192737	-1
K20978	NZ_CP011797.1_1499	NZ_CP011797.1	1641123	1641422	1
K21603	NZ_CP015318.1_5579	NZ_CP015318.1	5883389	5884057	1
K03733	NZ_QICS01000002.1_174	NZ_QICS01000002.1	206166	207293	1
K06949	NZ_MSCW01000001.1_36	NZ_MSCW01000001.1	43707	44762	-1
K09667	JAECRL010000001.1_349	JAECRL010000001.1	389322	391253	1
K06886	NZ_QVTD01000004.1_35	NZ_QVTD01000004.1	30133	30537	1
K01126	NZ_CP092827.1_1598	NZ_CP092827.1	1799226	1799942	-1
K02414	NZ_ASXP01000001.1_1126	NZ_ASXP01000001.1	1186585	1189002	1
K02390	JADJYS010000002.1_453	JADJYS010000002.1	537117	538064	1
K03667	NZ_JABMKX010000006.1_192	NZ_JABMKX010000006.1	208898	210298	1
K00344	JAHIWP010000070.1_13	JAHIWP010000070.1	8383	9360	1
K03181	NZ_CP025794.1_2075	NZ_CP025794.1	2330613	2331152	1
K03529	NZ_CP036291.1_3978	NZ_CP036291.1	5058044	5061661	-1
K06213	NZ_JACARO010000090.1_71	NZ_JACARO010000090.1	76942	78384	1
K00945	PKRF01000065.1_20	PKRF01000065.1	16877	17551	-1
K02529	JAMPCE010000040.1_5	JAMPCE010000040.1	3717	4706	1
K02913	CADCDW010000059.1_16	CADCDW010000059.1	11840	11989	-1
K03151	NZ_KI912461.1_22	NZ_KI912461.1	26917	28371	-1
K12132	RFGE01000101.1_26	RFGE01000101.1	31862	33433	1
K07126	NZ_CP023276.1_454	NZ_CP023276.1	427980	428663	1
K13590	NZ_JAGSPC010000001.1_968	NZ_JAGSPC010000001.1	967608	968681	1
K21420	NZ_JALDPT010000014.1_36	NZ_JALDPT010000014.1	32940	33701	-1
K00997	NZ_CP040463.1_1092	NZ_CP040463.1	1044320	1044661	-1
K00946	JAADFR010000025.1_24	JAADFR010000025.1	20642	21607	1
K03220	NZ_SJRW01000002.1_124	NZ_SJRW01000002.1	144184	145377	1
K04487	JAMBOW010000002.1_751	JAMBOW010000002.1	763861	765012	-1
K03702	NZ_JAAFGS010000004.1_30	NZ_JAAFGS010000004.1	45998	47977	-1
K01873	JAGARW010000051.1_30	JAGARW010000051.1	24353	27016	-1
K03111	NZ_SWJZ01000064.1_14	NZ_SWJZ01000064.1	13746	14279	1
K02441	NZ_FNVG01000036.1_6	NZ_FNVG01000036.1	4865	5698	1
K15894	JACESE010000025.1_11	JACESE010000025.1	9967	11022	-1
K02621	JACKMB010000002.1_249	JACKMB010000002.1	286952	289387	-1
K13292	CAJOPO010000197.1_5	CAJOPO010000197.1	3958	4974	-1
K00995	DCVL01000018.1_15	DCVL01000018.1	12454	13041	1
K07056	PNOM01000054.1_14	PNOM01000054.1	10670	11347	1
K03704	CP062796.1_1487	CP062796.1	1566965	1567168	-1
K07814	QZKK01000066.1_4	QZKK01000066.1	2467	4041	1
K09898	NZ_FYDJ01000031.1_39	NZ_FYDJ01000031.1	44222	44449	1
K00942	CAJOFI010000149.1_7	CAJOFI010000149.1	4237	4782	-1
K03797	SKZY01000102.1_7	SKZY01000102.1	8051	10150	1
K00278	VGRF01000012.1_72	VGRF01000012.1	87875	89476	-1
K03530	CAISFO010000016.1_47	CAISFO010000016.1	54750	55046	1
K12573	NZ_BDJF01000025.1_98	NZ_BDJF01000025.1	85329	87806	-1
K02622	NZ_CP076060.1_2442	NZ_CP076060.1	2447022	2449016	-1
K01662	NZ_FZPJ01000009.1_43	NZ_FZPJ01000009.1	45009	46877	-1
K14742	JAEEYO010000025.1_107	JAEEYO010000025.1	123592	124278	1
K03688	JAGPBG010000052.1_10	JAGPBG010000052.1	6658	8187	-1
K06168	NZ_OCND01000010.1_26	NZ_OCND01000010.1	25117	26601	1
K03723	NZ_BLIG01000027.1_33	NZ_BLIG01000027.1	37830	41327	1
K21087	NZ_CP007441.1_1541	NZ_CP007441.1	1648566	1649315	-1
K04053	NZ_NEVN01000009.1_171	NZ_NEVN01000009.1	196695	197123	-1
K15987	NZ_FNCV01000003.1_196	NZ_FNCV01000003.1	229965	232049	1
K03168	NZ_FWFV01000007.1_127	NZ_FWFV01000007.1	116635	119301	-1
K00950	DOBW01000131.1_3	DOBW01000131.1	1025	1594	1
K00919	JANTHT010000025.1_13	JANTHT010000025.1	10956	11738	1
K03179	NZ_CP049239.1_212	NZ_CP049239.1	224024	224884	1
K02014	JAKAKE010000181.1_39	JAKAKE010000181.1	53510	55447	1
K04060	NZ_CP034443.1_2797	NZ_CP034443.1	2939269	2939580	-1
K03657	NZ_MLAN01000001.1_188	NZ_MLAN01000001.1	224769	227120	-1
K00943	PEWQ01000080.1_24	PEWQ01000080.1	27221	27916	1
K07305	DYFR01000017.1_15	DYFR01000017.1	11953	12348	1
K03413	NZ_FPBH01000021.1_43	NZ_FPBH01000021.1	46057	46434	1
K03412	NZ_CP058908.1_3474	NZ_CP058908.1	3743296	3744393	-1
K03406	NZ_CP011504.1_329	NZ_CP011504.1	378953	380815	-1
K04061	NCGI01000069.1_8	NCGI01000069.1	5146	5457	1
K00928	NZ_JABWQV010000026.1_3	NZ_JABWQV010000026.1	3991	5232	1
K03569	KE159599.1_815	KE159599.1	923113	924105	-1
K02341	JAEEQX010000011.1_26	JAEEQX010000011.1	30716	31708	-1
K03415	NZ_LODI01000002.1_253	NZ_LODI01000002.1	262119	263051	-1
K10942	NZ_SBHZ01000001.1_188	NZ_SBHZ01000001.1	243408	244622	1
K03496	NZ_CP018319.1_3772	NZ_CP018319.1	4152097	4152885	1
K13584	NZ_QZXA01000005.1_399	NZ_QZXA01000005.1	376623	377318	-1
K03706	LGFQ01000003.1_34	LGFQ01000003.1	27832	28677	-1
K01872	CP036163.1_1412	CP036163.1	1599039	1601666	-1
K00575	NZ_LKEG01000054.1_54	NZ_LKEG01000054.1	55083	55910	-1
K02391	NZ_CP036524.1_3406	NZ_CP036524.1	3636874	3637584	-1
K03407	NZ_CP023667.1_913	NZ_CP023667.1	1027436	1029526	1
K02242	NZ_CP044545.1_3439	NZ_CP044545.1	3604255	3604947	-1
K13587	NZ_CP041402.1_2140	NZ_CP041402.1	2300707	2303259	1
K02397	NZ_QGGV01000004.1_255	NZ_QGGV01000004.1	254556	255563	1
K03414	NZ_CP083809.1_1531	NZ_CP083809.1	1658188	1658829	1
K06204	NZ_LGLN01000096.1_3	NZ_LGLN01000096.1	791	1207	1
K02967	PKEX01000032.1_5	PKEX01000032.1	2166	2951	1
K03801	NZ_LMND01000032.1_54	NZ_LMND01000032.1	50401	51048	-1
K03411	DIWW01000011.1_280	DIWW01000011.1	305058	305543	1
K03602	JAAEYW010000002.1_106	JAAEYW010000002.1	122668	122907	1
K03408	JAJOKN010000085.1_37	JAJOKN010000085.1	28302	28814	-1
K01940	NZ_JACAOR010000005.1_588	NZ_JACAOR010000005.1	659865	661082	1
K01465	NZ_JH650757.1_390	NZ_JH650757.1	434460	435506	-1
K03581	NZ_WAGX01000008.1_171	NZ_WAGX01000008.1	200259	202475	1
K00566	JAKFVL010000004.1_59	JAKFVL010000004.1	57979	59259	1
K06313	NZ_JAKGBW010000001.1_132	NZ_JAKGBW010000001.1	107267	108601	-1
K02423	CAMCYJ010000061.1_11	CAMCYJ010000061.1	8562	8939	-1
K04096	NZ_AP025667.1_4645	NZ_AP025667.1	5131531	5132682	-1
K09808	NZ_RFFN01000002.1_509	NZ_RFFN01000002.1	536347	537594	1
K02413	NZ_JIBE01000004.1_498	NZ_JIBE01000004.1	583302	583814	1
K03683	NZ_QLYY01000017.1_70	NZ_QLYY01000017.1	73330	73989	-1
K03088	DUCN01000054.1_51	DUCN01000054.1	56370	57158	1
K01939	NC_011312.1_2892	NC_011312.1	3001857	3003173	-1
K20976	NZ_QUZT01000047.1_11	NZ_QUZT01000047.1	7483	7827	-1
K20978	NZ_JYKZ01000003.1_122	NZ_JYKZ01000003.1	124541	124846	1
K21603	NZ_QJKM01000002.1_460	NZ_QJKM01000002.1	470349	471020	-1
K03733	NZ_JACGZW010000016.1_131	NZ_JACGZW010000016.1	129132	130031	1
K06949	NZ_RCDA01000001.1_346	NZ_RCDA01000001.1	356568	357464	1
K09667	NZ_VOQS01000001.1_2305	NZ_VOQS01000001.1	2628808	2631243	1
K06886	NZ_KV917374.1_3715	NZ_KV917374.1	3995901	3996311	1
K01126	NZ_JAAXCY010000004.1_556	NZ_JAAXCY010000004.1	592047	592769	-1
K02414	JAFWWC010000042.1_25	JAFWWC010000042.1	21597	24743	-1
K02390	CADAWZ010000033.1_11	CADAWZ010000033.1	8190	9014	-1
K03667	NZ_WNZW01000003.1_84	NZ_WNZW01000003.1	63848	65254	1
K00344	NZ_CP065410.1_5344	NZ_CP065410.1	5930429	5931406	1
K03181	NZ_MTQD01000011.1_145	NZ_MTQD01000011.1	164989	165528	-1
K03529	JAFGGE010000137.1_25	JAFGGE010000137.1	25775	29353	1
K06213	NZ_RRZK01000032.1_321	NZ_RRZK01000032.1	360987	362429	1
K00945	NIOB01000001.1_652	NIOB01000001.1	738590	739294	1
K02529	NZ_LTAO01000038.1_134	NZ_LTAO01000038.1	152507	153508	1
K02913	NZ_CP014342.1_780	NZ_CP014342.1	804132	804281	1
K03151	NZ_KE384364.1_29	NZ_KE384364.1	26941	28395	-1
K12132	DDTA01000145.1_31	DDTA01000145.1	28651	30309	1
K07126	NZ_CP054257.1_1042	NZ_CP054257.1	1176532	1177215	1
K13590	NZ_JAGPWC010000005.1_12	NZ_JAGPWC010000005.1	10614	12203	-1
K21420	JALAGW010000296.1_20	JALAGW010000296.1	21886	22617	-1
K00997	CAJOIN010000004.1_42	CAJOIN010000004.1	44039	44446	-1
K00946	NZ_QPKJ02000003.1_373	NZ_QPKJ02000003.1	366700	367518	-1
K03220	JAFRBA010000255.1_25	JAFRBA010000255.1	20666	21892	-1
K04487	NZ_JTHN01000010.1_22	NZ_JTHN01000010.1	19351	20517	-1
K03702	CALXTL010000004.1_5	CALXTL010000004.1	4450	6429	1
K01873	CAJUHG010000003.1_57	CAJUHG010000003.1	63853	66501	-1
K03111	NZ_JAABNT010000003.1_319	NZ_JAABNT010000003.1	321881	322396	-1
K02441	NZ_MSCH01000003.1_689	NZ_MSCH01000003.1	776576	777406	1
K15894	NZ_QAII01000174.1_12	NZ_QAII01000174.1	11974	13011	-1
K02621	NZ_AGTS01000100.1_64	NZ_AGTS01000100.1	73065	75422	-1
K13292	JAFPUF010000045.1_15	JAFPUF010000045.1	15155	16147	-1
K00995	RFHI01000063.1_6	RFHI01000063.1	7057	7701	1
K07056	PGXR01000017.1_16	PGXR01000017.1	17072	17752	1
K03704	JAJVHZ010000093.1_3	JAJVHZ010000093.1	1678	1890	1
K07814	JAEEHY010000073.1_4	JAEEHY010000073.1	3334	4425	-1
K09898	NZ_MNPW01000009.1_216	NZ_MNPW01000009.1	239850	240077	-1
K00942	NZ_BFBB01000005.1_85	NZ_BFBB01000005.1	93573	94172	-1
K03797	NZ_MSRC01000019.1_15	NZ_MSRC01000019.1	11709	13151	1
K00278	QKAP01000061.1_13	QKAP01000061.1	10780	12384	-1
K03530	JAIKYA010000075.1_48	JAIKYA010000075.1	60564	60860	-1
K12573	NZ_BMQI01000001.1_219	NZ_BMQI01000001.1	218488	220941	-1
K02622	NZ_CP062803.1_2918	NZ_CP062803.1	3171104	3173095	-1
K01662	NVRL01000078.1_9	NVRL01000078.1	8201	10036	1
K14742	NZ_CP045508.1_547	NZ_CP045508.1	663433	664287	1
K03688	NZ_FOYP01000002.1_47	NZ_FOYP01000002.1	46926	48455	1
K06168	JAHCAR010000001.1_298	JAHCAR010000001.1	356667	358013	1
K03723	JAFPCT010000088.1_3	JAFPCT010000088.1	2913	6533	-1
K21087	JAHLLS010000023.1_16	JAHLLS010000023.1	19561	20337	1
K04053	NZ_JAKQZC010000004.1_40	NZ_JAKQZC010000004.1	36993	37385	1
K15987	CACUVI010000001.1_319	CACUVI010000001.1	351470	353548	-1
K03168	DZAY01000047.1_2	DZAY01000047.1	1404	3602	1
K00950	NZ_CABPVR010000001.1_60	NZ_CABPVR010000001.1	52916	53392	-1
K00919	JADLCM010000039.1_5	JADLCM010000039.1	3426	4328	1
K03179	NZ_FZMS01000012.1_3	NZ_FZMS01000012.1	1600	2478	1
K02014	NZ_CH672418.1_195	NZ_CH672418.1	221916	224426	-1
K04060	NZ_JAELTJ010000016.1_8	NZ_JAELTJ010000016.1	6848	7222	-1
K03657	CAJTQL010000003.1_223	CAJTQL010000003.1	218330	220387	1
K00943	DBRE01000074.1_38	DBRE01000074.1	37882	38511	-1
K07305	DEVL01000005.1_279	DEVL01000005.1	321732	322199	1
K03413	NZ_VTFG01000001.1_2055	NZ_VTFG01000001.1	2282287	2282661	-1
K03412	NZ_UGSI01000001.1_727	NZ_UGSI01000001.1	798072	799586	1
K03406	CAILYI010000224.1_16	CAILYI010000224.1	12380	14716	-1
K04061	NC_014532.2_3606	NC_014532.2	3919690	3919962	-1
K00928	NZ_JAEKJT010000003.1_342	NZ_JAEKJT010000003.1	426740	427990	-1
K03569	CAADYR010000148.1_27	CAADYR010000148.1	24445	25440	-1
K02341	NZ_CP058552.1_1021	NZ_CP058552.1	1166780	1167751	-1
K03415	NC_015554.1_2647	NC_015554.1	3035621	3036550	-1
